^att_main_0^att_main_1^att_main_2^att_main_3^att_main_4^att_main_5^att_main_6^att_main_7^att_main_8^att_main_9^att_main_10^att_main_11^att_main_12^att_main_13^att_main_14^att_main_15^att_build_0^att_build_1^att_build_2^att_build_3^att_equipment_0^att_equipment_1^att_equipment_2^att_equipment_3^att_equipment_4^att_location_0^att_location_1^att_location_2^att_location_3^att_location_4^att_location_5^att_location_6^att_location_7^att_location_8^price
39608390^ 95 m² construidos, 90 m² útiles ^ 3 habitaciones ^ 1 baño ^ Plaza de garaje incluida en el precio ^ Segunda mano/buen estado ^ Armarios empotrados ^ Certificación energética: en trámite ^ Acceso adaptado a personas con movilidad reducida ^ Vivienda apta para su uso por personas con movilidad reducida ^^^^^^^^ Planta 2ª exterior ^ Con ascensor ^^^ Piscina ^ Jardín ^^^^^ Distrito Centro ^ Móstoles ^ Zona sur, Madrid ^^^^^^145000
39608891^ 86 m² construidos ^ 3 habitaciones ^ 1 baño ^ Terraza ^ Segunda mano/buen estado ^ Trastero ^ Certificación energética: en trámite ^^^^^^^^^^ Planta 2ª exterior ^ Con ascensor ^^^^^^^^^ Distrito Suroeste ^ Móstoles ^ Zona sur, Madrid ^^^^^^128000
39610010^ 90 m² construidos, 85 m² útiles ^ 3 habitaciones ^ 1 baño ^ Terraza ^ Segunda mano/buen estado ^ Certificación energética: en trámite ^^^^^^^^^^^ Planta 1ª exterior ^ Sin ascensor ^^^^^^^^^ Distrito Centro ^ Móstoles ^ Zona sur, Madrid ^^^^^^96000
39614031^ 120 m² construidos, 100 m² útiles ^ 4 habitaciones ^ 2 baños ^ Terraza ^ Segunda mano/buen estado ^ Armarios empotrados ^ Orientación sur ^ Certificación energética: en trámite ^^^^^^^^^ Planta 8ª exterior ^ Con ascensor ^^^ Piscina ^ Jardín ^^^^Calle Pintor Velazquez, 33^ Urb. El Recreo ^ Distrito Norte - Universidad ^ Móstoles ^ Zona sur, Madrid ^^^^^169000
39618396^ 56 m² construidos ^ Sin habitación ^ 1 baño ^ Segunda mano/buen estado ^ Orientación sur, este ^ Certificación energética: en trámite ^^^^^^^^^^^ Bajo exterior ^ Sin ascensor ^^^^^^^^Urb. ESTORIL II^ Urb. ESTORIL II ^ Distrito Norte - Universidad ^ Móstoles ^ Zona sur, Madrid ^^^^^62900
39619743^ 200 m² construidos, 185 m² útiles ^ 4 habitaciones ^ 2 baños ^ Terraza ^ Segunda mano/buen estado ^ Orientación este ^ Construido en 1977 ^ Certificación energética:  (IPE no indicado) ^ Acceso adaptado a personas con movilidad reducida ^^^^^^^^ Planta 5ª exterior ^ Con ascensor ^^^ Aire acondicionado ^^^^^Urb. Estoril II^ Urb. Estoril II ^ Distrito Norte - Universidad ^ Móstoles ^ Zona sur, Madrid ^^^^^260000
39621856^ 75 m² construidos ^ 3 habitaciones ^ 1 baño ^ Segunda mano/buen estado ^ Armarios empotrados ^ Certificación energética: en trámite ^^^^^^^^^^^ Planta 3ª exterior ^ Con ascensor ^^^^^^^^Avenida de la Constitución^ Distrito Centro ^ Móstoles ^ Zona sur, Madrid ^^^^^^138000
39622031^ 75 m² construidos ^ 3 habitaciones ^ 1 baño ^ Terraza ^ Segunda mano/buen estado ^ Certificación energética: en trámite ^^^^^^^^^^^ Planta 4ª exterior ^ Sin ascensor ^^^^^^^^^ Distrito Centro ^ Móstoles ^ Zona sur, Madrid ^^^^^^96000
39622282^ 75 m² construidos, 66 m² útiles ^ 2 habitaciones ^ 1 baño ^ Terraza ^ Segunda mano/buen estado ^ Orientación sur ^ Construido en 1973 ^ Certificación energética: en trámite ^^^^^^^^^ Planta 3ª exterior ^ Sin ascensor ^^^ Aire acondicionado ^^^^^Calle Barcelona^ Distrito Este ^ Móstoles ^ Zona sur, Madrid ^^^^^^120000
39627925^ 80 m² construidos ^ 3 habitaciones ^ 1 baño ^ Terraza ^ Segunda mano/buen estado ^ Certificación energética: en trámite ^^^^^^^^^^^ Planta 4ª exterior ^ Sin ascensor ^^^^^^^^Calle Paseo de Arroyomolinos^ Distrito Centro ^ Móstoles ^ Zona sur, Madrid ^^^^^^93500
39628021^ 70 m² construidos ^ 3 habitaciones ^ 1 baño ^ Terraza ^ Segunda mano/buen estado ^ Certificación energética: en trámite ^^^^^^^^^^^ Planta 4ª exterior ^ Sin ascensor ^^^^^^^^^ Distrito Suroeste ^ Móstoles ^ Zona sur, Madrid ^^^^^^97000
39629360^ 132 m² construidos ^ 3 habitaciones ^ 1 baño ^ Segunda mano/buen estado ^ Certificación energética: en trámite ^^^^^^^^^^^^ Planta 3ª exterior ^ Con ascensor ^^^^^^^^^ Distrito Norte - Universidad ^ Móstoles ^ Zona sur, Madrid ^^^^^^225000
39631387^ 120 m² construidos, 100 m² útiles ^ 4 habitaciones ^ 2 baños ^ Plaza de garaje incluida en el precio ^ Segunda mano/buen estado ^ Armarios empotrados ^ Trastero ^ Certificación energética: no indicado ^^^^^^^^^ Planta 5ª exterior ^ Con ascensor ^^^ Aire acondicionado ^^^^^ Unicornio, 41^ Distrito Sur ^ Móstoles ^ Zona sur, Madrid ^^^^^^224900
39631689^ 80 m² construidos ^ 3 habitaciones ^ 1 baño ^ Terraza ^ Segunda mano/buen estado ^ Certificación energética: en trámite ^^^^^^^^^^^ Planta 1ª exterior ^ Con ascensor ^^^^^^^^^ Distrito Este ^ Móstoles ^ Zona sur, Madrid ^^^^^^154000
39632314^ 90 m² construidos ^ 4 habitaciones ^ 1 baño ^ Terraza ^ Balcón ^ Segunda mano/para reformar ^ Certificación energética: en trámite ^^^^^^^^^^ Planta 6ª exterior ^ Con ascensor ^^^ Aire acondicionado ^^^^^^ Distrito Centro ^ Móstoles ^ Zona sur, Madrid ^^^^^^136000
39633771^ 150 m² construidos ^ 3 habitaciones ^ 2 baños ^ Terraza ^ Segunda mano/buen estado ^ Armarios empotrados ^ Certificación energética: en trámite ^^^^^^^^^^ Planta 4ª exterior ^ Con ascensor ^^^^^^^^Avenida de la Constitución^ Distrito Centro ^ Móstoles ^ Zona sur, Madrid ^^^^^^194900
39633776^ 110 m² construidos ^ 5 habitaciones ^ 2 baños ^ Segunda mano/buen estado ^ Certificación energética: en trámite ^^^^^^^^^^^^ Planta 1ª exterior ^ Con ascensor ^^^^^^^^ Versalles^ Distrito Sur ^ Móstoles ^ Zona sur, Madrid ^^^^^^139057
39634140^ 76 m² construidos, 72 m² útiles ^ 3 habitaciones ^ 1 baño ^ Certificación energética:  (IPE no indicado) ^^^^^^^^^^^^^ Planta 3ª exterior ^ Sin ascensor ^^^^^^^^^ Distrito Centro ^ Móstoles ^ Zona sur, Madrid ^^^^^^85000
39634593^ 69 m² construidos ^ 3 habitaciones ^ 1 baño ^ Segunda mano/buen estado ^ Armarios empotrados ^ Certificación energética: en trámite ^^^^^^^^^^^ Planta 2ª exterior ^ Sin ascensor ^^^^^^^^Paseo de Arroyomolinos^ Distrito Centro ^ Móstoles ^ Zona sur, Madrid ^^^^^^93000
39637777^ 120 m² construidos ^ 4 habitaciones ^ 2 baños ^ Terraza ^ Plaza de garaje incluida en el precio ^ Segunda mano/buen estado ^ Armarios empotrados ^ Certificación energética: en trámite ^ Acceso adaptado a personas con movilidad reducida ^^^^^^^^ Planta 2ª exterior ^ Con ascensor ^^^ Aire acondicionado ^ Piscina ^ Jardín ^^^^ Distrito Suroeste ^ Móstoles ^ Zona sur, Madrid ^^^^^^208000
39637785^ 110 m² construidos ^ 3 habitaciones ^ 2 baños ^ Plaza de garaje incluida en el precio ^ Segunda mano/buen estado ^ Armarios empotrados ^ Trastero ^ Certificación energética: en trámite ^^^^^^^^^ Planta 10ª exterior ^ Con ascensor ^^^^^^^^^ Distrito Sur ^ Móstoles ^ Zona sur, Madrid ^^^^^^192000
39637802^ 100 m² construidos ^ 3 habitaciones ^ 2 baños ^ Plaza de garaje incluida en el precio ^ Segunda mano/buen estado ^ Armarios empotrados ^ Certificación energética: en trámite ^ Acceso adaptado a personas con movilidad reducida ^^^^^^^^^ Planta 2ª exterior ^ Con ascensor ^^^ Aire acondicionado ^ Piscina ^ Jardín ^^^^ Distrito Sur ^ Móstoles ^ Zona sur, Madrid ^^^^^^212000
39637811^ 160 m² construidos ^ 4 habitaciones ^ 2 baños ^ Terraza ^ Segunda mano/buen estado ^ Armarios empotrados ^ Certificación energética: en trámite ^^^^^^^^^^ Planta 5ª exterior ^ Con ascensor ^^^ Aire acondicionado ^^^^^^ Distrito Norte - Universidad ^ Móstoles ^ Zona sur, Madrid ^^^^^^275000
39637812^ 110 m² construidos ^ 3 habitaciones ^ 2 baños ^ Plaza de garaje incluida en el precio ^ Segunda mano/buen estado ^ Armarios empotrados ^ Certificación energética: en trámite ^ Acceso adaptado a personas con movilidad reducida ^^^^^^^^^ Planta 3ª exterior ^ Con ascensor ^^^ Aire acondicionado ^^^^^^ Distrito Sur ^ Móstoles ^ Zona sur, Madrid ^^^^^^185000
39637819^ 95 m² construidos ^ 3 habitaciones ^ 2 baños ^ Terraza ^ Plaza de garaje incluida en el precio ^ Segunda mano/para reformar ^ Armarios empotrados ^ Certificación energética: en trámite ^ Acceso adaptado a personas con movilidad reducida ^^^^^^^^ Planta 5ª exterior ^ Con ascensor ^^^^^^^^^ Distrito El Soto - Coveta ^ Móstoles ^ Zona sur, Madrid ^^^^^^159000
39637822^ 110 m² construidos ^ 4 habitaciones ^ 2 baños ^ Terraza ^ Segunda mano/buen estado ^ Armarios empotrados ^ Certificación energética: en trámite ^^^^^^^^^^ Planta 1ª exterior ^ Con ascensor ^^^^^^^^^ Distrito Norte - Universidad ^ Móstoles ^ Zona sur, Madrid ^^^^^^198000
39637841^ 100 m² construidos ^ 3 habitaciones ^ 2 baños ^ Terraza ^ Plaza de garaje incluida en el precio ^ Segunda mano/buen estado ^ Trastero ^ Certificación energética: en trámite ^^^^^^^^^ Planta 2ª exterior ^ Con ascensor ^^^ Jardín ^^^^^^ Distrito Este ^ Móstoles ^ Zona sur, Madrid ^^^^^^166000
39638491^ 65 m² construidos ^ 2 habitaciones ^ 1 baño ^ Balcón ^ Segunda mano/buen estado ^ Armarios empotrados ^ Orientación sur, este ^ Certificación energética: en trámite ^^^^^^^^^ Planta 2ª exterior ^ Con ascensor ^^^ Aire acondicionado ^^^^^Urb. PRADILLO, ASCENSOR, LUMINOSO, BONITO.^ Urb. PRADILLO, ASCENSOR, LUMINOSO, BONITO. ^ Distrito Centro ^ Móstoles ^ Zona sur, Madrid ^^^^^116000
39638750^ 135 m² construidos ^ 4 habitaciones ^ 2 baños ^ Terraza ^ Plaza de garaje incluida en el precio ^ Segunda mano/buen estado ^ Armarios empotrados ^ Certificación energética:  (IPE no indicado) ^^^^^^^^^ Planta 3ª exterior ^ Con ascensor ^^^^^^^^Calle Moraleja de Enmedio^ Distrito Centro ^ Móstoles ^ Zona sur, Madrid ^^^^^^198000
38660760^ 104 m² construidos ^ 3 habitaciones ^ 2 baños ^ Terraza ^ Plaza de garaje incluida en el precio ^ Promoción de obra nueva ^ Trastero ^ Certificación energética de proyecto:  (IPE no indicado) ^^^^^^^^^ Planta 5ª exterior ^ Con ascensor ^^^ Piscina ^ Jardín ^^^^Avenida Abogados de Atocha, 7^ Distrito Norte - Universidad ^ Móstoles ^ Zona sur, Madrid ^^^^^^[None]
38660766^ 104 m² construidos ^ 3 habitaciones ^ 2 baños ^ Terraza ^ Plaza de garaje incluida en el precio ^ Promoción de obra nueva ^ Trastero ^ Certificación energética de proyecto:  (IPE no indicado) ^^^^^^^^^ Planta 5ª exterior ^ Con ascensor ^^^ Piscina ^ Jardín ^^^^Avenida Abogados de Atocha, 7^ Distrito Norte - Universidad ^ Móstoles ^ Zona sur, Madrid ^^^^^^458.000
39341875^ 85 m² construidos, 75 m² útiles ^ 3 habitaciones ^ 1 baño ^ Terraza ^ Segunda mano/buen estado ^ Armarios empotrados ^ Certificación energética: no indicado ^^^^^^^^^^ Planta 5ª exterior ^ Con ascensor ^^^ Aire acondicionado ^^^^^ LIBERTAD, 12^ Distrito Este ^ Móstoles ^ Zona sur, Madrid ^^^^^^293.000
39604263^ 78 m² construidos ^ 3 habitaciones ^ 1 baño ^ Segunda mano/buen estado ^ Armarios empotrados ^ Orientación este ^ Certificación energética: en trámite ^^^^^^^^^^ Planta 5ª exterior ^ Sin ascensor ^^^ Aire acondicionado ^ Jardín ^^^^^ Distrito Centro ^ Móstoles ^ Zona sur, Madrid ^^^^^^106.000
39621238^ 95 m² construidos, 87 m² útiles ^ 3 habitaciones ^ 1 baño ^ Terraza ^ Segunda mano/buen estado ^ Armarios empotrados ^ Trastero ^ Certificación energética: en trámite ^^^^^^^^^ Planta 9ª exterior ^ Con ascensor ^^^^^^^^Plaza de Nicaragua^ Distrito Este ^ Móstoles ^ Zona sur, Madrid ^^^^^^245.000
39622518^ 87 m² construidos, 70 m² útiles ^ 3 habitaciones ^ 1 baño ^ Terraza ^ Segunda mano/buen estado ^ Armarios empotrados ^ Certificación energética: en trámite ^^^^^^^^^^ Planta 6ª exterior ^ Con ascensor ^^^ Aire acondicionado ^^^^^^^^^^^^^^232.000
39633703^ 87 m² construidos ^ 3 habitaciones ^ 1 baño ^ Segunda mano/buen estado ^ Trastero ^ Certificación energética: en trámite ^^^^^^^^^^^ Planta 1ª exterior ^ Sin ascensor ^^^^^^^^Avenida de Portugal, 19^ Distrito Este ^ Móstoles ^ Zona sur, Madrid ^^^^^^245.000
39644871^ 180 m² construidos ^ 2 habitaciones ^ 2 baños ^ Trastero ^ Certificación energética: en trámite ^^^^^^^^^^^^ exterior ^ Con ascensor ^^^^^^^^Calle de tolimán^ Distrito Sur ^ Móstoles ^ Zona sur, Madrid ^^^^^^170.200
39645917^ 240 m² construidos ^ 4 habitaciones ^ 2 baños ^ Terraza ^ Segunda mano/buen estado ^ Armarios empotrados ^ Certificación energética:  (180,03 kWh/m² año) ^ Acceso adaptado a personas con movilidad reducida ^^^^^^^^^ Planta 5ª exterior ^ Con ascensor ^^^^^^^^Calle de Juan de Juanes^ Distrito Norte - Universidad ^ Móstoles ^ Zona sur, Madrid ^^^^^^94.900
39647015^ 120 m² construidos ^ 4 habitaciones ^ 2 baños ^ Terraza ^ Segunda mano/buen estado ^ Armarios empotrados ^ Orientación sur ^ Construido en 1977 ^ Certificación energética: en trámite ^^^^^^^^ Planta 3ª exterior ^ Con ascensor ^^^ Aire acondicionado ^^^^^^ Distrito Norte - Universidad ^ Móstoles ^ Zona sur, Madrid ^^^^^^89.900
39647982^ 89 m² construidos, 80 m² útiles ^ 3 habitaciones ^ 1 baño ^ Segunda mano/buen estado ^ Certificación energética: en trámite ^^^^^^^^^^^^ Bajo exterior ^ Sin ascensor ^^^^^^^^^ Distrito Este ^ Móstoles ^ Zona sur, Madrid ^^^^^^159.900
39648044^ 84 m² construidos, 70 m² útiles ^ 3 habitaciones ^ 1 baño ^ Segunda mano/buen estado ^ Certificación energética: en trámite ^^^^^^^^^^^^ Planta 1ª interior ^ Sin ascensor ^^^^^^^^^ Distrito Centro ^ Móstoles ^ Zona sur, Madrid ^^^^^^219.900
39649245^ 150 m² construidos ^ 4 habitaciones ^ 3 baños ^ Terraza ^ Segunda mano/buen estado ^ Armarios empotrados ^ Certificación energética: no indicado ^^^^^^^^^^ Planta 4ª exterior ^ Con ascensor ^^^ Piscina ^ Jardín ^^^^Avenida de Iker Casillas, 30^ Distrito El Soto - Coveta ^ Móstoles ^ Zona sur, Madrid ^^^^^^166.000
39650019^ 118 m² construidos, 105 m² útiles ^ 4 habitaciones ^ 2 baños ^ Terraza ^ Trastero ^ Certificación energética:  (IPE no indicado) ^^^^^^^^^^^ ^ Sin ascensor ^^^^^^^^^ Distrito Coimbra - Guadarrama ^ Móstoles ^ Zona sur, Madrid ^^^^^^198.000
39650617^ 70 m² construidos, 61 m² útiles ^ 3 habitaciones ^ 1 baño ^ Terraza ^ Segunda mano/buen estado ^ Certificación energética: en trámite ^^^^^^^^^^^ Planta 2ª exterior ^ Con ascensor ^^^ Aire acondicionado ^^^^^ Cervantes^ Distrito Norte - Universidad ^ Móstoles ^ Zona sur, Madrid ^^^^^^238.000
39650791^ 131 m² construidos ^ 3 habitaciones ^ 2 baños ^ Terraza ^ Plaza de garaje incluida en el precio ^ Promoción de obra nueva ^ Trastero ^ Certificación energética de proyecto: no indicado ^^^^^^^^^ Planta 5ª exterior ^ Con ascensor ^^^ Piscina ^ Jardín ^^^^Calle Abogados de Atocha, 4^ Distrito Norte - Universidad ^ Móstoles ^ Zona sur, Madrid ^^^^^^189.900
39650793^ 72 m² construidos ^ 2 habitaciones ^ 2 baños ^ Terraza ^ Plaza de garaje incluida en el precio ^ Promoción de obra nueva ^ Trastero ^ Certificación energética de proyecto: no indicado ^^^^^^^^^ Planta 5ª exterior ^ Con ascensor ^^^ Piscina ^ Jardín ^^^^Calle Abogados de Atocha, 4^ Distrito Norte - Universidad ^ Móstoles ^ Zona sur, Madrid ^^^^^^149.900
39650803^ 168 m² construidos ^ 3 habitaciones ^ 2 baños ^ Terraza ^ Plaza de garaje incluida en el precio ^ Promoción de obra nueva ^ Trastero ^ Certificación energética de proyecto: no indicado ^^^^^^^^^ Planta 3ª exterior ^ Con ascensor ^^^ Piscina ^ Jardín ^^^^Calle Abogados de Atocha, 4^ Distrito Norte - Universidad ^ Móstoles ^ Zona sur, Madrid ^^^^^^176.500
39650804^ 163 m² construidos ^ 4 habitaciones ^ 2 baños ^ Terraza ^ Plaza de garaje incluida en el precio ^ Promoción de obra nueva ^ Trastero ^ Certificación energética de proyecto: no indicado ^^^^^^^^^ Planta 4ª exterior ^ Con ascensor ^^^ Piscina ^ Jardín ^^^^Calle Abogados de Atocha, 4^ Distrito Norte - Universidad ^ Móstoles ^ Zona sur, Madrid ^^^^^^179.900
39650805^ 88 m² construidos ^ 3 habitaciones ^ 2 baños ^ Terraza ^ Plaza de garaje incluida en el precio ^ Promoción de obra nueva ^ Trastero ^ Certificación energética de proyecto: no indicado ^^^^^^^^^ Planta 1ª exterior ^ Con ascensor ^^^ Piscina ^ Jardín ^^^^Calle Abogados de Atocha, 4^ Distrito Norte - Universidad ^ Móstoles ^ Zona sur, Madrid ^^^^^^158.900
39650864^ 139 m² construidos ^ 4 habitaciones ^ 3 baños ^ Terraza ^ Plaza de garaje incluida en el precio ^ Promoción de obra nueva ^ Trastero ^ Certificación energética de proyecto: no indicado ^^^^^^^^^ Planta 5ª exterior ^ Con ascensor ^^^ Piscina ^ Jardín ^^^^Calle Abogados de Atocha, 4^ Distrito Norte - Universidad ^ Móstoles ^ Zona sur, Madrid ^^^^^^183.000
39650865^ 229 m² construidos ^ 4 habitaciones ^ 3 baños ^ Terraza ^ Plaza de garaje incluida en el precio ^ Promoción de obra nueva ^ Trastero ^ Certificación energética de proyecto: no indicado ^^^^^^^^^ Planta 6ª exterior ^ Con ascensor ^^^ Piscina ^ Jardín ^^^^Calle Abogados de Atocha, 4^ Distrito Norte - Universidad ^ Móstoles ^ Zona sur, Madrid ^^^^^^159.900
39650866^ 163 m² construidos ^ 4 habitaciones ^ 3 baños ^ Terraza ^ Plaza de garaje incluida en el precio ^ Promoción de obra nueva ^ Trastero ^ Certificación energética de proyecto: no indicado ^^^^^^^^^ Planta 6ª exterior ^ Con ascensor ^^^ Piscina ^ Jardín ^^^^Calle Abogados de Atocha, 4^ Distrito Norte - Universidad ^ Móstoles ^ Zona sur, Madrid ^^^^^^129.900
39650867^ 265 m² construidos ^ 4 habitaciones ^ 3 baños ^ Terraza ^ Plaza de garaje incluida en el precio ^ Promoción de obra nueva ^ Trastero ^ Certificación energética de proyecto: no indicado ^^^^^^^^^ Planta 7ª exterior ^ Con ascensor ^^^ Piscina ^ Jardín ^^^^Calle Abogados de Atocha, 4^ Distrito Norte - Universidad ^ Móstoles ^ Zona sur, Madrid ^^^^^^269.900
39650868^ 98 m² construidos ^ 3 habitaciones ^ 2 baños ^ Terraza ^ Plaza de garaje incluida en el precio ^ Promoción de obra nueva ^ Trastero ^ Certificación energética de proyecto: no indicado ^^^^^^^^^ Planta 7ª exterior ^ Con ascensor ^^^ Piscina ^ Jardín ^^^^Calle Abogados de Atocha, 4^ Distrito Norte - Universidad ^ Móstoles ^ Zona sur, Madrid ^^^^^^178.900
39650908^ 179 m² construidos ^ 4 habitaciones ^ 3 baños ^ Terraza ^ Plaza de garaje incluida en el precio ^ Promoción de obra nueva ^ Trastero ^ Certificación energética de proyecto: no indicado ^^^^^^^^^ Planta 8ª exterior ^ Con ascensor ^^^ Piscina ^ Jardín ^^^^Calle Abogados de Atocha, 4^ Distrito Norte - Universidad ^ Móstoles ^ Zona sur, Madrid ^^^^^^149.900
39650909^ 291 m² construidos ^ 4 habitaciones ^ 3 baños ^ Terraza ^ Plaza de garaje incluida en el precio ^ Promoción de obra nueva ^ Trastero ^ Certificación energética de proyecto: no indicado ^^^^^^^^^ Planta 8ª exterior ^ Con ascensor ^^^ Piscina ^ Jardín ^^^^Calle Abogados de Atocha, 4^ Distrito Norte - Universidad ^ Móstoles ^ Zona sur, Madrid ^^^^^^160.000
39650910^ 178 m² construidos ^ 4 habitaciones ^ 3 baños ^ Terraza ^ Plaza de garaje incluida en el precio ^ Promoción de obra nueva ^ Trastero ^ Certificación energética de proyecto: no indicado ^^^^^^^^^ Planta 8ª exterior ^ Con ascensor ^^^ Piscina ^ Jardín ^^^^Calle Abogados de Atocha, 4^ Distrito Norte - Universidad ^ Móstoles ^ Zona sur, Madrid ^^^^^^154.000
39650939^ 98 m² construidos ^ 3 habitaciones ^ 2 baños ^ Terraza ^ Plaza de garaje incluida en el precio ^ Promoción de obra nueva ^ Trastero ^ Certificación energética de proyecto: no indicado ^^^^^^^^^ Planta 5ª exterior ^ Con ascensor ^^^ Piscina ^ Jardín ^^^^Calle Abogados de Atocha, 4^ Distrito Norte - Universidad ^ Móstoles ^ Zona sur, Madrid ^^^^^^134.900
39651494^ 110 m² construidos ^ 6 habitaciones ^ 2 baños ^ Terraza ^ Segunda mano/buen estado ^ Certificación energética: en trámite ^^^^^^^^^^^ Planta 1ª exterior ^ Con ascensor ^^^^^^^^^ Distrito Sur ^ Móstoles ^ Zona sur, Madrid ^^^^^^129.900
39652853^ 75 m² construidos ^ 3 habitaciones ^ 1 baño ^ Terraza ^ Segunda mano/buen estado ^ Armarios empotrados ^ Certificación energética: en trámite ^^^^^^^^^^ Planta 4ª exterior ^ Sin ascensor ^^^ Aire acondicionado ^^^^^Avenida del dos de Mayo, 73^ Distrito Suroeste ^ Móstoles ^ Zona sur, Madrid ^^^^^^145.000
39653447^ 150 m² construidos, 140 m² útiles ^ 3 habitaciones ^ 2 baños ^ Terraza ^ Segunda mano/buen estado ^ Armarios empotrados ^ Certificación energética: en trámite ^^^^^^^^^^ Planta 4ª exterior ^ Con ascensor ^^^^^^^^^ Distrito Centro ^ Móstoles ^ Zona sur, Madrid ^^^^^^167.000
39653466^ 90 m² construidos, 79 m² útiles ^ 3 habitaciones ^ 1 baño ^ Terraza ^ Segunda mano/buen estado ^ Armarios empotrados ^ Orientación oeste ^ Construido en 1978 ^ Certificación energética: en trámite ^ Acceso adaptado a personas con movilidad reducida ^^^^^^^ Planta 10ª exterior ^ Con ascensor ^^^^^^^^Plaza de Nicaragua^ Urb. Plaza de Nicaragua ^ Distrito Este ^ Móstoles ^ Zona sur, Madrid ^^^^^190.000
39656333^ 78 m² construidos, 55 m² útiles ^ 3 habitaciones ^ 1 baño ^ Certificación energética: en trámite ^^^^^^^^^^^^^ ^ Sin ascensor ^^^^^^^^Paseo de extremadura, 2 r^ Distrito Norte - Universidad ^ Móstoles ^ Zona sur, Madrid ^^^^^^185.000
39656343^ 78 m² construidos, 55 m² útiles ^ 3 habitaciones ^ 1 baño ^ Certificación energética: en trámite ^^^^^^^^^^^^^ ^ Sin ascensor ^^^^^^^^Paseo de extremadura, 2 r^ Distrito Norte - Universidad ^ Móstoles ^ Zona sur, Madrid ^^^^^^160.000
39656344^ 78 m² construidos, 55 m² útiles ^ 3 habitaciones ^ 1 baño ^ Certificación energética: en trámite ^^^^^^^^^^^^^ ^ Sin ascensor ^^^^^^^^Paseo de extremadura, 2 r^ Distrito Norte - Universidad ^ Móstoles ^ Zona sur, Madrid ^^^^^^129.500
